State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Workers,Male_Workers,Female_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Television,Ownership_Owned_Households,Ownership_Rented_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Total_Power_Parity
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,1311697,1294217,1815281,1000322,814959,763944,15702,1169880,749633,420247,2391675,123749,83334,401,236,1280,598412,15396,50938,497429,260780,758209,169844,412237,418769,386652,186394,227530,67411,1868837,634041,2502878,1364411,764669,473617,555029,526657,98143,25226,75857,101083,107152,431186,192059,131975,97658,7495,35499,473604,65535,6433,7371,773,165,90912,5300
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,774303,732540,917709,527599,390110,245392,63044,751170,446057,305113,1452956,38304,14089,164,39,37,337972,3651,18927,396819,91107,487926,129778,240222,221194,177877,103367,112592,26069,1011099,512824,1523923,804186,434328,267536,310765,344702,32008,18542,49127,67669,61578,252941,114633,76730,56310,4004,61589,280175,50837,4998,5458,409,51,44454,2364
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,1080938,1078837,1481834,816180,665654,452376,8064,1105155,665469,439686,1879494,105012,169945,313,256,71,500057,9155,38677,443818,269724,713542,207751,386421,372636,282628,153100,163050,29443,1595029,480681,2075710,1065734,647806,443528,458486,445908,106467,30279,83532,113811,107295,375642,172444,95903,68502,5217,41028,414781,64405,6056,6698,543,99,77288,4682
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,1129868,1121876,1492662,828300,664362,369483,21880,1195773,732083,463690,2115455,76098,55899,435,148,639,595211,18604,58861,411286,432398,843684,175017,345914,319484,269016,155344,215514,30391,1510680,608003,2118683,1006543,701326,542295,557479,466373,177609,55751,124130,179881,152415,434027,203567,78045,42331,2495,31483,487375,56971,3695,3912,196,21,110476,7719
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,2012958,1985294,3013382,1611461,1401921,948081,41210,1673814,1181308,492506,3537399,173785,256762,1620,990,4962,961161,100322,200738,438799,774705,1213504,183054,535947,608188,634172,312208,526886,67354,2867809,678374,3546183,2076492,1200284,715895,904619,700252,281627,37098,128984,166082,196143,701330,325921,179266,115195,11202,61890,761575,97620,10013,11193,1025,155,123421,8349
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,926345,944029,1548738,780541,768197,74249,7282,679620,524629,154991,909872,78590,876299,160,438,156,465692,15673,52943,104253,493788,598041,134236,331559,314029,322511,226312,254107,43034,1625788,210901,1836689,887052,556548,425849,438938,420282,57337,22630,54799,77429,85208,348564,172003,91353,57448,5760,39419,343647,55107,5937,6697,646,114,83750,4377
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,528184,536309,727044,401726,325318,221385,575,543298,329034,214264,993666,53292,16483,115,29,7,264949,4915,17995,212241,152420,364661,76629,190229,167466,146666,77874,85595,14951,759410,276930,1036340,501585,320645,241843,250010,221047,61893,21751,45727,67478,57883,185113,82916,44314,32276,2981,13834,206574,31734,2873,3206,291,42,46334,2151
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,1526475,1511777,2273430,1223810,1049620,408976,11096,1354632,902704,451928,2760502,168881,97711,520,199,1532,754141,34097,95311,417718,592723,1010441,234611,525151,532616,453509,250285,363152,39350,2398674,449125,2847799,1528178,913715,593827,708942,491822,279755,40659,113256,153915,154348,552457,258941,139168,83006,8561,65204,605700,71390,7350,8241,762,129,112608,6917
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,798127,818323,1213008,640916,572092,509767,3756,671994,461174,210820,1435072,128617,47579,184,450,963,381940,5585,19692,399016,118724,517740,136593,323359,313357,249630,122350,125639,35762,1306690,253572,1560262,828444,463326,323706,362211,365468,40644,23473,57264,80737,75810,273370,118314,79246,54186,4363,25170,308480,31907,3303,3832,436,93,68437,3026
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,869280,857321,1176131,653312,522819,345392,57059,898245,531463,366782,1673652,32483,16909,183,108,84,441044,8960,31581,370357,257127,627484,123573,297179,247516,214836,126468,169206,21582,1200360,388418,1588778,817905,510413,397064,418420,343287,126986,36901,87385,124286,100172,313747,146278,67297,38032,1692,28446,354019,45345,2788,2947,145,14,75446,3824
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,282157,283066,375823,208011,167812,175289,2584,299726,162639,137087,521658,32702,10301,83,39,38,135751,1507,7745,155413,33179,188592,85210,106751,85101,71650,41447,44025,9189,443373,109011,552384,291371,158218,115151,125953,132395,14725,11089,24583,35672,28566,95746,41020,26160,16991,992,9087,105551,14136,1057,1159,92,10,28555,979
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,803188,815157,1110545,608776,501769,284804,1283,761693,471099,290594,1428784,114194,72850,119,81,32,354493,4494,18272,399712,104229,503941,97231,283299,270046,251855,121706,111731,31315,1167183,447346,1614529,835853,470428,311175,324444,344074,42109,17015,42319,59334,60971,255959,109856,85132,68484,6851,57924,283940,46461,5400,6160,661,99,54067,2812
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,682658,670787,978946,536487,442459,249008,1105,602977,392751,210226,1047411,208038,91139,154,86,29,291400,5172,22379,290478,126761,417239,246909,293886,236511,189132,105978,97405,16785,1186606,107292,1293898,708322,389764,252888,284169,270430,51959,12698,37331,50029,53869,215193,93892,67432,56029,7704,77511,232329,38952,5592,6654,845,217,51020,2340
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,1781571,1700485,2285562,1285107,1000455,580512,119369,1694160,1083797,610363,3326357,95487,53841,412,174,992,835377,20660,63867,572813,597539,1170352,188672,571061,518763,457866,242306,296399,60365,2335432,955045,3290477,1737345,1029479,713294,749932,706525,199211,54960,141704,196664,176298,611941,277832,157811,104034,6260,98845,678452,98849,7933,8622,609,80,132976,8169
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,668672,670429,959744,526304,433440,227746,790,620171,391305,228866,1186078,74310,75481,150,80,109,314270,5773,24456,309224,143193,452417,101778,216931,236700,199263,103903,115894,23941,998410,311112,1309522,666218,391356,280462,304124,277432,59229,19607,44563,64170,60028,226250,101019,65203,46184,5356,53833,245294,39006,4472,5165,602,91,52495,2456
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,1182416,1223474,1790998,944264,846734,455062,3561,974079,680483,293596,2075870,190814,133971,231,795,1256,555582,13495,42912,479070,274302,753372,138375,431983,419605,373111,178126,222410,49261,1812871,461123,2273994,1193095,712017,499235,522490,475525,108700,31686,77638,109324,111423,405697,180123,114151,82659,7394,20460,445798,58184,6279,7135,710,146,93957,4914
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,625683,620216,870080,479403,390677,258200,1835,591642,368900,222742,1148990,56751,37574,152,79,28,312310,4667,18830,189328,221295,410623,90590,219747,213496,156676,95231,101147,14674,891561,270738,1162299,618923,373564,252267,291879,243448,78115,22306,53484,75790,67104,230233,110055,53074,32434,2508,14993,253069,30050,2641,2892,221,30,54954,2642
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,1876062,1852042,2791721,1495711,1296010,821646,47243,1538054,1103563,434491,3325823,143093,233633,1422,951,3693,909400,75634,174279,387237,732196,1119433,181452,461918,600731,622789,303091,451321,66378,2687680,610048,3297728,1925296,1154775,643614,857364,636443,291863,32054,118838,150892,185181,671689,321799,164709,103687,12554,63193,717165,93063,9615,10766,1021,130,117828,7731
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,626693,637584,946471,503085,443386,430927,3034,540168,369853,170315,1132785,96092,33192,258,151,279,303114,4416,15535,321331,86848,408179,138960,250163,243773,203450,103908,99082,28166,1067502,175564,1243066,627880,377118,257116,287260,287483,34994,18370,44333,62703,59777,222880,99402,63701,39566,2822,14124,247478,27515,2565,2918,288,65,50060,2272
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,1235889,1228986,1626813,909803,717010,565329,90954,1238177,738995,499182,2294369,91636,66987,232,157,7898,549077,6445,27529,563102,147061,710163,203879,442688,423135,343955,174560,158041,36454,1782712,672427,2455139,1301347,683904,477668,505170,536269,47934,27323,68693,96016,90489,382614,165526,126599,105226,9408,33865,422698,77068,8445,9562,968,149,83936,4189
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1961688,1974643,2773928,1504355,1269573,860212,72955,1689330,1123874,565456,3397857,414760,111390,676,438,3514,865913,20623,69912,653499,486801,1140300,191963,721473,719731,641585,311434,308514,71127,2965827,891430,3857257,2096113,1116437,720713,797713,764911,144061,36290,101364,137654,149485,615915,267798,198632,159413,14336,78184,681392,113434,12677,14378,1470,231,118114,8092
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,967709,974579,1398788,760375,638413,399831,2294,950158,579111,371047,1822626,47838,67405,245,87,98,505950,10219,37357,363782,370942,734724,163264,398670,317054,230321,138306,167506,35156,1450277,403246,1853523,987538,575006,378174,457317,379629,149739,44466,89433,133899,103255,355973,165669,87049,46868,3392,43124,410503,36597,2872,3150,239,39,89882,4300
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,194544,183686,276217,151643,124574,61688,210608,155831,105657,50174,307120,8256,22940,175,39120,85,46875,273,5067,89457,14071,103528,64515,84516,74015,21430,9157,6425,890,260948,109130,370078,232286,95548,50269,24750,77969,2897,2656,7394,10050,15688,53904,21755,16461,17546,1597,42329,64944,7774,781,895,96,18,9484,455
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,352860,341087,520402,275646,244756,114968,179426,248667,186034,62633,507967,105737,44062,151,34717,307,81601,997,10310,150437,42184,192621,129329,179547,158211,47160,22720,18419,3736,559122,156840,715962,414878,178608,100274,43755,134974,8213,4713,13394,18107,26582,93545,37055,29908,35094,4185,64573,114600,14151,1552,1775,189,34,20405,848
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,447544,428457,646810,351082,295728,140168,344835,366845,253229,113616,736015,49258,39258,245,49420,106,133744,948,10393,219171,44906,264077,129846,223185,204201,70173,31690,26870,5160,691125,188363,879488,505558,236676,133424,78159,196002,6427,6972,18930,25902,46045,143146,59663,37438,33881,2354,75085,159386,20294,1874,2033,141,18,23570,1118
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,879428,846311,1361354,722998,638356,338094,431944,698178,500406,197772,1512801,152791,53622,499,2128,362,314567,6394,36186,289621,217016,506637,248343,421485,451563,156277,88122,85405,13478,1464673,279053,1743726,940424,499719,284637,231324,365266,29156,12111,36334,48445,92416,285029,119992,72621,63285,6711,90977,308619,43403,5160,5843,587,96,45605,2817
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,2364953,2053844,2680510,1614594,1065916,991325,7255,1389844,1119701,270143,3922718,411313,10076,12057,4049,21508,536402,27183,82012,496971,406852,903823,600839,904836,647340,450571,317618,199395,20781,3141380,963202,4104582,2871903,991255,547873,433913,626023,37112,12126,35682,47808,50532,259888,93722,115634,258683,106231,107997,435000,125466,42054,57706,11564,4088,54438,5982
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,1951996,1721893,2092567,1283380,809187,755254,629,1174361,929337,245024,2904140,729283,7635,5875,2582,2805,268120,13634,58336,582117,275942,858059,456870,491605,443958,334738,216997,172585,20498,2137251,1352181,3489432,2378289,787408,472667,262098,564776,33059,13980,35660,49640,46960,233318,82019,104339,235182,86472,60227,408582,102536,31779,41901,7706,2416,51593,4290
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,3131807,2822584,3665727,2199340,1466387,1309851,7955,2111907,1426110,685797,5102041,796756,13782,4377,4391,2247,391542,24122,85491,983266,265304,1248570,823863,934881,738076,596615,502826,428871,36764,4061896,1756098,5817994,3764404,1335224,818137,355913,853641,34772,20804,58163,78967,68360,338762,118881,151521,325893,154931,190828,549894,179798,61206,91505,20425,9874,77356,7224
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1212410,1185478,1486939,846676,640263,591125,746,787398,547406,239992,1985654,401678,2536,869,1817,235,99581,2509,27308,501559,65031,566590,342667,392873,353570,247028,172872,194387,15458,1718855,813502,2532357,1499494,515229,367234,61470,357876,4387,8025,17701,25726,21375,114866,38671,54820,140623,83242,33878,206450,82674,31457,46756,10338,4961,28577,2797
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,740040,639505,930836,546198,384638,391622,150,442023,364543,77480,1273546,101963,1004,371,332,228,65479,2404,14279,255836,58438,314274,133123,291837,282449,168866,101542,79012,6531,1063360,276224,1339584,856336,320763,202054,60174,240103,6104,7160,17368,24528,22137,106340,38295,45908,91569,25933,39781,170264,41165,9720,12540,2204,616,24401,1510
Uttar Pradesh,Azamgarh,26.00829095477384,83.01220251256285,191,4613913,2285004,2328909,2771917,1559414,1212503,1171378,9327,1372032,941890,430142,3878626,718692,3810,719,5652,183,183381,6652,47324,891024,80434,971458,831966,1344726,879745,489060,312571,158303,8087,4024458,1218146,5242604,2930243,965876,699954,159910,647550,7850,11679,27718,39397,33648,184249,60499,90102,255784,180500,49525,330071,168352,71109,110081,25639,13333,51426,5419
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,700070,602978,797970,489858,308112,149060,14,416695,342604,74091,917474,364583,1840,483,161,16139,119121,2989,19999,246055,69991,316046,139646,272939,215070,132197,79475,44164,3730,887221,376700,1263921,817140,283276,194548,111663,196311,6261,4170,10173,14343,13918,76826,27562,35346,80067,35854,27716,128531,42886,13858,18280,3322,1100,17393,1514
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,1843884,1643847,1398368,878285,520083,509307,11159,1152160,895576,256584,2291892,1169330,6400,8212,2793,1177,85814,2681,35463,698520,61742,760262,447648,493760,215939,104762,65106,47690,7028,1381933,1920966,3302899,2275746,754346,446242,71676,582513,7619,19848,54608,74456,60205,231407,80324,90878,211072,78243,48382,403826,96648,26960,37809,7903,2946,56895,3060
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1672902,1566872,1963590,1160960,802630,494698,110114,1019483,723060,296423,3004240,213440,4463,892,1595,233,119972,4672,42969,564927,64454,629381,436021,515010,443440,409484,323582,200434,20283,2348254,1032533,3380787,1975934,724362,502628,115533,472507,5795,7886,21363,29249,27690,153571,51466,74415,187993,111627,46271,256651,118486,47236,73448,17231,8981,33855,3634
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1114721,1033944,868357,544943,323414,277212,24887,760253,534332,225921,1333242,805975,3228,900,1866,198,57400,1551,15510,410070,35768,445838,379253,227932,122911,65516,40633,37109,2777,876131,1332817,2208948,1415213,442339,283947,34497,314737,4279,11062,22200,33262,23290,96621,33057,40274,116044,75064,24888,181378,69285,26229,40851,9626,4996,29477,2174
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,965876,833534,1002937,630626,372311,387855,163,701689,485314,216375,1637549,157612,1367,231,168,916,73522,1655,18612,378056,67569,445625,325773,415195,249238,114783,61702,63112,5728,1235531,588025,1823556,1120432,408527,265310,52233,312553,6773,12166,26640,38806,27123,127003,44496,55384,116889,40039,67991,216154,54436,14711,19761,3821,1229,32386,1949
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1707073,1553626,1692458,1010518,681940,864559,610,1192850,871241,321609,2505444,737106,4857,2090,1553,3016,108116,3159,26293,635840,79068,714908,533140,420824,350564,197780,132332,113799,12281,1760720,1540841,3301561,2043335,709494,445269,116157,554258,8736,23631,47390,71021,55909,226368,78754,91705,197742,72586,63982,376659,91916,23021,30817,5792,2004,68325,3230
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2357665,2090694,2191759,1342697,849062,557150,3227,1401971,1153006,248965,2830768,1536534,14822,28187,4371,931,272830,15164,56575,631613,362798,994411,717585,641251,442110,272840,172554,146446,16806,2409592,1744527,4154119,2893965,952233,514141,300504,698240,36162,17381,47699,65080,66579,299042,106979,125484,284381,97719,23048,532465,112948,26162,34599,6426,2011,66210,5126
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,1255272,1209192,1393783,819719,574064,513959,3620,783688,558642,225046,2082976,364510,3493,900,9753,107,108101,3423,30244,513960,31065,545025,470355,349221,324085,211477,162961,143642,13030,1674771,1021192,2695963,1574037,519265,363891,76856,372178,5089,11671,21232,32903,24237,117645,39549,53859,142675,86567,25061,211665,86134,32142,47969,10859,4968,34022,2775
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1921215,1761498,2135393,1241471,893922,787444,3058,1088036,921497,166539,2032081,1585210,6184,50624,1736,2134,268353,7303,37341,683875,224648,908523,498971,827447,549594,255028,159528,148185,14658,2453411,1308683,3762094,2404576,786305,450186,260312,604085,17110,12247,39934,52181,53828,257846,92798,111220,240708,78073,44423,464666,89161,19263,24558,4131,1164,50423,4310
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,1845260,1653911,2031656,1253314,778342,725600,198,1173260,897815,275445,2707195,777407,4088,2765,669,1572,223922,7865,38225,658449,221628,880077,443641,540754,475146,338138,217882,151182,17796,2184539,1185318,3369857,2246254,753949,472808,254050,549364,26299,14191,33933,48124,43390,227306,79984,103932,226492,80754,31123,387654,104872,31428,41142,7515,2199,49008,4534
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1017905,934851,1174606,699454,475152,446786,41725,652543,462971,189572,1727869,215081,2153,1389,340,100,99602,3492,20762,344937,50822,395759,295979,367768,276638,196240,135962,88299,7586,1368472,543247,1911719,1222695,437000,287767,109887,283240,9071,5137,15746,20883,18937,103566,35149,49480,111692,58577,62997,164090,68585,27671,42299,9715,4913,19744,2183
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,527721,464009,531072,330339,200733,266655,366,394197,254977,139220,955372,34559,693,63,101,285,41046,827,9437,207237,23558,230795,168472,174106,124256,69641,40266,35826,3660,616227,383908,1000135,638046,214228,136669,27006,162755,3009,5565,12930,18495,12840,62599,21803,27956,62762,23602,43562,108770,30004,8290,11257,2248,719,17427,1019
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,1537436,1563510,1875239,1079288,795951,468663,109894,876246,639073,237173,2730957,358539,3626,818,1182,209,150001,4469,36068,597778,67928,665706,602403,473097,449571,372031,277548,194341,23334,2392325,1130108,3522433,1946336,664708,481219,122308,463312,6074,7466,18005,25471,23641,142877,46678,72558,184244,119972,32291,244457,118348,50948,79868,18894,10026,29891,3643
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,947339,827141,1055202,647042,408160,281011,140,545984,440244,105740,1611126,146346,2464,708,2887,5671,69591,2635,19712,334246,67752,401998,238019,214091,201984,178434,119665,88607,8092,1048892,718310,1767202,1149372,383707,237427,79090,280646,6907,6907,17777,24684,21331,104978,35582,48065,116471,44341,40148,191936,53726,15420,20684,3998,1266,24128,3461
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,845856,735954,1062003,623583,438420,388283,169,506072,413713,92359,1457892,113961,1362,1045,1733,3917,113098,2964,21506,265643,85483,351126,171216,292852,298700,195192,121283,118571,13400,1211214,397708,1608922,979633,362026,237786,84543,261034,10690,8175,18470,26645,23209,112947,40294,49444,101056,34685,44580,178289,50264,13365,17505,3190,950,29275,1825
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,1259628,1211368,1450901,838339,612562,555047,931,831209,597888,233321,2094271,365806,3225,1912,737,358,127754,4746,28625,510378,79288,589666,356093,361114,347114,231129,176303,179996,18947,1670696,981915,2652611,1534832,543148,367332,99531,403711,10253,15511,28653,44164,34082,156671,54349,68240,151205,65789,34074,252763,83756,25796,35595,7160,2639,45715,2985
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1006240,878964,1092677,654827,437850,312712,230,592267,494545,97722,1596278,276846,3137,3160,3161,487,88081,2624,18733,316647,94843,411490,270550,330084,257279,184298,115069,110391,9368,1277039,710960,1987999,1224584,411153,246795,87314,294748,9374,8334,20553,28887,26464,115712,40019,49229,115249,48208,41197,204757,51502,14583,19744,3878,1283,32053,2058
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,1384722,1248011,1512166,911003,601163,651480,340,1063929,713736,350193,2274674,350700,2201,402,172,199,75263,3385,33501,558807,77733,636540,409875,463642,376472,227119,134445,116445,10212,1738210,895178,2633388,1624830,603831,395547,97968,460648,8349,14416,34068,48484,41991,194029,68525,83513,176529,53979,116929,314716,80304,18567,24098,4235,1296,53903,2868
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,1332046,1166110,1521806,912314,609492,473890,2565,761521,621840,139681,2140745,314812,3370,1804,3395,19077,196080,5834,31797,349747,185621,535368,324525,416295,368905,277163,166249,108627,11313,1673077,672115,2345192,1621154,543730,312689,169583,379586,28917,7965,24179,32144,32308,158210,54596,71306,165206,56587,76359,280279,72369,19461,26174,5097,1616,33325,2940
Uttar Pradesh,Gautam Buddha Nagar,28.39331103896104,77.52462467532465,141,1648115,890214,757901,1122947,666065,456882,216105,2215,569109,443384,125725,1394025,215500,7366,9261,895,4518,257586,53181,87188,170835,338935,509770,201277,330623,283031,218587,194796,101645,5058,1335017,342284,1677301,1015648,402967,188862,232925,219857,87751,12898,29449,42347,40846,163768,65967,56955,84350,25813,11979,220613,42710,12235,16091,2888,968,36864,2578
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,2488834,2192811,3123264,1811397,1311867,773463,3968,1520538,1231615,288923,3414427,1186776,19026,23001,3487,16412,695130,78116,179552,355407,836316,1191723,534606,858286,797473,597661,475439,255949,26399,3545813,885070,4430883,2891069,1139871,559963,592753,672322,140034,17906,51607,69513,87682,412399,163121,161596,263640,84291,37264,581289,133968,33996,43787,7509,2282,70799,5946
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1855075,1765193,2197549,1293553,903996,726641,28712,1204602,808700,395902,3233790,368153,4181,810,3145,213,105767,5309,50180,700173,61467,761640,566504,691057,563310,449909,334003,186306,12795,2803884,1008996,3812880,2234593,774130,556273,139187,514080,5915,8780,22682,31462,28154,159312,52985,78173,204877,129310,97930,268989,129252,54760,84572,19787,10025,42148,4079
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,1787146,1646773,1679994,1034181,645813,531973,870,1170552,855848,314704,2739076,678615,4735,1893,649,338,104084,4313,31811,673578,52794,726372,678171,425584,305644,192664,144067,118176,8722,1873028,1620782,3493810,2223078,734903,464584,78099,521253,9886,17296,35174,52470,40008,178376,61929,76439,194853,109862,30149,303072,116129,43205,64383,14623,6555,51977,3614
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,2277777,2163118,2700328,1593890,1106438,936061,18172,1351629,1016876,334753,4009037,403847,9662,2123,2848,460,296619,14597,65360,761958,189170,951128,873031,618398,560246,425913,316166,273903,36253,3103910,1453960,4557870,2755630,992114,659677,255280,666811,22177,14499,34258,48757,42604,242957,82855,117498,262941,140711,42575,392621,157629,60398,90919,20692,9829,54197,5455
Uttar Pradesh,Hamirpur,25.73815838150289,79.82619479768789,28,454768,217070,237698,358091,180555,177536,109256,3044,241931,118724,123207,449412,3711,243,591,95,293,104120,2521,7525,196116,15232,211348,37327,71107,72114,91184,64363,35620,5263,376978,72551,449529,224044,123941,106641,86324,99538,4452,6218,11549,17767,16803,64353,27573,19977,19251,3697,5748,65041,15955,3047,3478,383,48,20594,878
Uttar Pradesh,Hamirpur,25.73815838150289,79.82619479768789,168,1104285,593537,510748,653299,408125,245174,241198,474,443655,308527,135128,1010014,91269,814,196,74,41,55929,1196,11037,256081,55300,311381,159593,238344,211029,103334,59914,59612,4094,835920,364848,1200768,660774,260368,181109,48564,202503,4809,7811,17299,25110,17595,88512,31830,39087,73892,22044,41867,139501,37669,9673,12348,2119,556,20040,1291
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,2191442,1901403,2221601,1374587,847014,1274505,349,1318946,1091952,226994,3508131,556219,5822,5688,6671,446,95508,3845,32065,786613,121064,907677,741817,906861,510507,247265,138583,103523,9048,2657604,1481604,4139208,2598364,905306,559988,132969,697057,7613,24637,53475,78112,63641,273230,93974,115615,264829,92550,89562,472076,120921,31633,42033,8035,2365,73691,4209
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,906092,783882,1075196,653430,421766,468178,832,620764,470969,149795,1509708,171581,1148,463,2875,256,104176,2217,18615,304856,91565,396421,169207,327534,282919,167911,104699,106888,10399,1169557,461666,1631223,1002817,410090,274954,90428,276057,9057,8108,18352,26460,22595,118550,43404,52551,102078,40131,42936,170673,65432,20490,26905,4837,1578,24209,1906
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,2220465,2273739,2731677,1565394,1166283,990345,4736,1437375,934157,503218,3981502,483750,4947,1286,7898,349,181467,8002,52398,926088,80582,1006670,665376,939616,769693,520111,353996,256398,25909,3531099,1344789,4875888,2826453,927026,689979,211780,653913,8271,14453,32514,46967,37350,195412,65655,92407,249212,175397,103567,321922,168722,75638,121720,29276,16806,54624,5261
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1057436,941167,1304513,783705,520808,562505,3873,814914,565357,249557,1823930,147842,7050,4951,1203,7328,183340,8517,40774,309592,195321,504913,184997,370685,341371,186348,99814,92586,11783,1287584,483088,1770672,1171301,510728,308331,163900,326556,25466,10448,27819,38267,32978,173991,69717,71296,108729,37233,69967,223646,72987,21485,27675,4792,1398,33912,2651
Uttar Pradesh,Jyotiba Phule Nagar,28.8704989847716,78.39009365482241,137,1840221,963449,876772,983110,600541,382569,318001,164,599089,459037,140052,1075440,750368,5952,5295,189,517,89329,2825,18303,335888,115486,451374,251669,352835,230640,161282,164763,69522,3021,1233732,520215,1753947,1227283,391275,215849,101804,300111,10385,5382,19632,25014,26131,125550,44061,55358,125019,37253,16955,229798,48312,10196,12760,2041,523,21966,2074
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,881776,774840,1017087,603596,413491,309980,15,524676,430934,93742,1375788,273967,1263,504,2033,606,61491,2488,18082,299785,65985,365770,237853,283674,263749,175582,107628,95072,7194,1170752,543034,1713786,1069916,361028,223535,64187,268151,6646,7399,18880,26279,24713,109000,38071,46216,103765,39694,60021,186544,43298,11331,14941,2745,865,33955,1730
