State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Workers,Male_Workers,Female_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Television,Ownership_Owned_Households,Ownership_Rented_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Total_Power_Parity
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,1483347,856350,626997,488596,495794,1323667,748939,574728,2399901,275970,15422,1377,25510,617,566108,5512,45202,597466,220248,817714,232470,344167,281752,225957,143143,100226,19277,1346992,1030640,2377632,1536378,704551,422522,306433,559211,77594,27018,80780,107798,103066,417387,182282,132039,114585,12000,210059,503266,58377,6455,7297,722,120,82830,4181
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,2310960,1338474,972486,583135,154127,2036166,1208544,827622,3599372,443456,20463,932,341,1417,897970,8606,48299,902997,341431,1244428,462273,720357,582075,331793,162175,144915,23341,2426929,1369069,3795998,2189396,1104565,739612,559461,779195,172680,36633,106460,143093,156107,644263,291388,196768,153243,20566,207645,718794,115052,15584,17947,1994,369,109372,5799
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,2667878,1484794,1183084,785760,159165,1933357,1202223,731134,3737588,397870,24129,867,253,1322,944555,13763,67087,907970,395900,1303870,522961,770836,673197,548336,265199,246409,36017,3062955,1170993,4233948,2148179,1159053,807430,611465,815953,196720,55151,132169,187320,175853,678054,311451,190750,142837,13905,140697,757090,105579,10901,12183,1103,179,147264,5926
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,3288577,1716933,1571644,945269,213195,2093681,1545831,547850,4983330,77777,77825,738,413,4149,1297273,22411,93784,1199479,406362,1605841,669420,947606,797497,521562,271809,263023,47702,3518619,1524603,5043222,2724328,1478954,948122,821421,1088823,278383,95856,239150,335006,275218,952492,468704,208570,112434,7478,235274,1085890,85895,6477,7007,450,80,228618,7211
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,2960441,1634726,1325715,957407,247089,2381624,1442370,939254,4217597,559770,89763,764,323,3282,1186028,19383,80434,1069877,513113,1582990,736270,845810,674957,453446,246580,221924,30279,3209266,1474349,4683615,2583462,1371811,928462,816849,981115,276073,83026,212589,295615,229537,842985,413160,200288,139120,10111,267760,972992,117838,10388,11313,821,104,185688,6981
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,2892155,1542688,1349467,247927,48937,1413297,1045585,367712,2046051,1713405,87522,11446,1268,19560,869721,149034,274653,0,1066289,1066289,230962,596591,685215,811501,517425,558090,45937,3445721,556902,4002623,2249130,1068243,542669,746818,437146,422826,20495,90415,110910,135609,546260,236179,174472,181806,42536,19270,692697,73154,16242,20914,3555,1117,94747,11071
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,2206829,1257238,949591,709757,106745,1876768,1049463,827305,3491139,244723,24979,2086,332,312,926768,8831,46584,877236,288044,1165280,340372,453505,482842,463403,293493,256633,35312,2325560,1280393,3605953,1940234,1031735,728494,589283,823820,141432,55169,146503,201672,166249,649211,306232,176730,120450,9406,150002,746836,91081,8368,9357,860,129,133465,5251
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,1630234,901640,728594,462896,765565,1410062,802906,607156,2595321,158887,33463,655,217,459,668519,8628,42171,669262,201363,870625,295639,346118,329630,238811,154774,160804,25456,1551232,875272,2426504,1530602,774583,477955,416734,616617,115379,39441,120442,159883,144836,512966,254089,114041,69643,5094,152392,575647,55189,4220,4616,346,50,112134,3836
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,3009718,1598959,1410759,871063,132464,2048880,1327299,721581,4023678,307043,145598,1393,863,6320,1163932,30438,101450,909292,567042,1476334,618101,692968,630603,531821,312753,328454,54728,3169428,1352499,4521927,2340943,1284630,833959,794346,863382,328243,81004,218150,299154,235751,824868,417156,171961,95350,7885,227575,955030,81787,6370,6886,449,67,183554,6983
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,2127161,1246369,880792,737945,82831,2029425,1164122,865303,3328380,670737,33165,737,255,2235,816721,10081,56478,783853,306982,1090835,521327,672951,466940,271828,152453,115504,19282,2220285,1517933,3738218,2368684,1053618,609027,543044,710444,156505,29425,86663,116088,120568,547505,238908,188029,181675,31914,218712,652567,109416,18819,22549,3071,659,92650,5301
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1940646,1158386,782260,708954,364269,2082501,1140067,942434,3673456,334172,21345,658,290,388,757821,6153,60812,848963,161052,1010015,419379,596134,441585,308575,169083,98227,16121,2049104,1604319,3653423,2360874,1027525,637430,362791,800743,66068,25689,79590,105279,120964,541398,225428,195006,191259,35923,254390,632870,116194,19694,23895,3474,727,100900,4695
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,1637137,953406,683731,537947,168985,1442203,837874,604329,2637313,342449,34301,1309,554,457,604719,8635,47170,593653,195479,789132,324267,503713,481984,373729,201928,127493,16466,2029580,1199818,3229398,1735769,779738,509368,349304,570933,90125,19664,65211,84875,96457,419073,178179,144437,140018,22798,160481,482906,92770,14040,16643,2160,443,74445,3874
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,2001019,1160757,840262,637385,394279,1741693,976428,765265,3249231,188646,35025,937,241,250,789225,7715,53777,833504,197433,1030937,369537,518669,471233,367424,238695,196134,27003,2188695,1294811,3483506,1932349,897137,651748,464172,760789,103172,45165,120169,165334,144858,578886,270974,163054,119437,11775,229084,655150,89307,8970,10032,935,127,120943,4468
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,1389810,790214,599596,371074,192941,1261076,684320,576756,2123426,391596,19653,2357,1847,542,545913,5261,35036,565165,155133,720298,269487,421399,338668,396396,223365,141850,13382,1804547,1041862,2846409,1399773,676401,437573,308270,490840,93887,23207,67384,90591,94217,379595,163189,122189,107972,12575,129036,432299,68637,8050,9206,988,168,80591,3458
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1904435,1107686,796749,787861,151145,1700567,991842,708725,3150195,220654,18775,266,97,204,763746,6151,43611,873486,214089,1087575,489805,495556,368919,249034,142026,133627,21976,1900943,1218310,3119253,1832695,917391,641707,468022,717208,127205,51012,130198,181210,144923,548015,251635,151457,115932,12119,253399,643184,89358,10022,11413,1186,205,113321,4304
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,1495381,857824,637557,255664,166118,1290288,766483,523805,2666950,9025,18879,193,77,160,615432,3988,32280,752752,149684,902436,291793,348354,319244,251521,146721,121213,21031,1499877,1009992,2509869,1423119,747385,528736,297418,610487,68045,42847,86481,129328,118149,464451,224481,121821,85869,9675,187026,506897,66546,7462,8385,811,112,107495,3301
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,1238388,707503,530885,247728,235556,1157962,679289,478673,2299129,16423,17853,380,114,815,527736,4453,24128,592458,157056,749514,250446,300057,257468,186576,115144,103591,27041,1240323,1031683,2272006,1206366,666394,451469,278230,514227,68076,30854,74473,105327,104907,403386,192867,105612,80085,7807,104524,440182,65254,6261,6993,645,87,84176,3103
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,2065023,1179790,885233,616102,530656,1705655,960926,744729,3273755,197333,31377,1453,253,569,828077,12952,59006,758738,288249,1046987,314252,457529,454322,430242,279234,248942,27663,2212184,1191252,3403436,1891954,941452,664872,462819,761465,117060,43692,124347,168039,144960,593070,285338,162772,117016,10428,210483,676526,90062,8344,9354,879,131,112611,4762
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,2652389,1379223,1273166,811698,109072,1773112,1199338,573774,3733191,86142,109120,288,209,1578,1017568,12050,55613,1007255,248373,1255628,595331,718960,585595,415178,215863,207586,33329,2771842,1028767,3800609,2051513,1127764,755533,648607,836015,207958,70587,193110,263697,211052,724609,363280,150277,82492,4982,143553,830550,71679,5319,5684,329,36,167867,5485
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,73174,44027,29147,0,53878,62966,39329,23637,47683,2134,35969,94,50381,95,14593,170,1486,33422,6498,39920,20425,22537,17354,10032,5641,3633,834,80456,57290,137746,96630,35018,16414,9314,20141,5793,1429,2130,3559,3395,13892,5197,5300,8962,2015,6042,21057,3081,422,483,53,8,3807,348
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,38449,21599,16850,0,72400,31710,16424,15286,12333,652,37136,36,452,23,5318,57,885,14503,5215,19718,11713,10487,8852,6213,4510,2330,142,44247,31763,76010,53752,17922,6960,3169,12051,2014,494,1068,1562,1626,6187,2156,2405,5600,1261,4674,11366,1396,217,266,38,11,1582,348
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,62576,34210,28366,0,69979,40222,23591,16631,27854,2289,18254,69,776,30,14231,450,1582,19497,9524,29021,9938,13713,13968,10937,9498,6540,525,65119,21543,86662,61993,25334,11802,9363,11640,5518,1215,1598,2813,1966,8102,2950,3186,6270,1910,4260,13537,2123,358,446,62,26,2989,644
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,36606,20258,16348,0,90764,38044,18429,19615,4859,471,51189,43,121,81,3911,95,969,18603,1092,19695,12661,15054,12264,6997,4353,2031,299,53659,42621,96280,64379,20713,6836,1320,15458,410,184,648,832,1247,5358,1898,2213,8718,1054,6354,12003,2146,329,403,52,22,1410,348
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,83062,48380,34682,0,47410,60945,38910,22035,99020,3846,10684,210,24452,104,17157,312,1471,33599,11372,44971,19306,25179,20643,13070,7612,5180,584,91574,52421,143995,94890,35493,15195,12215,17340,7188,1667,2314,3981,3828,15082,5588,5666,8813,1531,5049,21917,2652,386,447,50,11,4391,348
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,31849,18087,13762,0,25974,22326,14102,8224,28915,2247,9213,33,2932,19,5932,207,742,12000,3950,15950,5875,7957,7351,5508,3570,2795,85,33141,14406,47547,35140,13254,5652,4345,5317,3805,926,1038,1964,1399,5222,1975,1848,3048,649,2319,7625,977,116,151,26,9,2130,348
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,54057,29470,24587,0,72911,30202,17339,12863,9551,1482,34402,27,193,13,12493,381,1598,18112,5365,23477,8492,10821,11661,9861,7674,5230,295,54034,17273,71307,55258,20305,7412,7285,11259,3062,960,1225,2185,1636,5721,2058,2027,5450,1778,2094,10649,1513,260,358,77,21,2614,348
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,121048,65794,55254,0,117216,65772,41263,24509,57027,6148,84397,310,4768,139,30539,2477,7418,20308,30180,50488,15368,21956,21376,20007,17342,13840,926,110815,30360,141175,120592,43812,11856,23203,15037,12769,1943,3138,5081,4629,16296,6373,5294,9382,2717,4223,24776,2474,435,559,86,38,5667,644
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,26073,17720,8353,0,34811,28561,19554,9007,11842,787,776,1164,34920,72,8635,96,494,10730,2452,13182,4904,4730,4029,2140,1989,1379,667,19838,19203,39041,30709,13849,5399,4824,6820,2134,1194,1203,2397,1580,4886,1777,1529,2034,160,2017,6239,323,19,21,2,0,2894,348
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,47974,29313,18661,0,98372,50169,27545,22624,20682,1103,83361,61,778,43,16026,98,888,18420,6500,24920,13585,16989,12077,7834,4305,2134,182,57106,50628,107734,71785,25669,14423,6118,15861,2575,944,1418,2362,1989,7974,2960,3025,6681,2468,7206,13124,3072,482,565,71,12,2724,348
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,18195,10723,7472,0,28468,17644,9968,7676,5261,411,5643,27,2577,7,6198,97,392,8569,2182,10751,3952,5584,4915,2935,2211,1349,46,20992,11209,32201,21090,8910,5252,2823,5393,1047,795,833,1628,837,2749,934,978,2100,709,848,4865,631,66,87,15,6,1603,348
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,45278,24807,20471,0,78323,33370,17898,15472,13474,521,8779,28,297,11,5373,139,750,14542,4672,19214,10219,16118,15339,10348,8017,4276,473,64790,28364,93154,56054,20055,7230,3580,13420,1635,364,1162,1526,1714,6935,2530,2691,6174,906,4614,12018,1285,167,227,41,19,2011,348
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,48492,29566,18926,0,46380,42493,28313,14180,31265,1970,8466,328,36087,71,14188,202,887,17889,6306,24195,8836,10317,8428,5633,3987,2693,299,40193,25606,65799,53026,22362,8493,8634,9390,5787,1439,1689,3128,2447,8509,3294,2768,4146,622,2477,11500,1003,105,132,22,5,3770,348
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,64746,36777,27969,0,92783,49177,29156,20021,15881,2218,29969,577,3311,49,14204,303,1300,22272,8503,30775,14227,17675,15908,11441,8418,6030,521,74220,27956,102176,70415,28305,13469,9593,14876,4678,1017,1395,2412,1944,8169,2896,3329,7494,2399,2980,13982,2874,493,631,108,30,2987,348
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,897058,499038,398020,95320,27344,561824,445297,116527,492966,1198036,1020,112,49,399,84804,2078,25286,447189,52192,499381,210607,307884,300845,121924,87377,46947,8007,1083591,664161,1747752,1072312,405046,215355,55319,326160,7625,8117,23690,31807,47692,190552,74238,68622,95730,20383,43468,261844,36749,7012,8510,1213,285,31369,348
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,434078,237114,196964,82784,18835,255806,197542,58264,359145,371033,5924,384,236,871,49866,2523,12959,181923,38470,220393,93591,138294,133643,55924,35491,20221,2267,479431,260721,740152,458796,184849,94939,36350,134382,12007,4790,10961,15751,23471,85826,34496,27859,39096,9614,18150,109693,15859,3079,3822,612,131,20913,348
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,1174128,639946,534182,264897,17569,608062,469752,138310,1038985,654816,37635,280,341,1673,140205,5316,37541,346227,88933,435160,256855,447993,379469,156156,79766,45341,12951,1378531,357907,1736438,1048990,444899,241776,99887,324905,25190,16072,40838,56910,61055,203831,76457,66319,93340,13962,118032,277244,25131,3324,4092,623,145,61576,348
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,487039,268666,218373,40260,8419,324843,246864,77979,327322,597392,1688,431,57,724,45444,1166,12084,268517,20189,288706,119027,163277,161153,59039,47398,22267,3079,575240,375556,950796,583436,226525,118102,30616,180669,3789,5759,13648,19407,28435,106839,42950,35454,50693,11113,34147,144343,18049,2852,3432,470,110,22228,348
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,237761,185267,44225,325560,316800,186577,130223,655052,13475,8711,297,911,167,28195,1192,10410,211758,16504,228262,79107,138838,136371,80804,55399,28006,2868,521393,194984,716377,434221,169630,82051,25776,122182,5984,2272,6031,8303,14583,69390,27022,27785,41922,9944,20331,93934,20387,3840,4715,710,165,10523,348
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,491361,393170,58876,102871,560557,368013,192544,1198401,64526,52968,2261,4673,1055,136685,8817,34479,299852,77163,377015,143189,243607,301287,139813,89500,59380,6984,983760,340744,1324504,767147,371864,186774,121737,195303,38157,7689,20405,28094,40321,161208,65072,55815,70958,12681,18589,196644,36264,6273,7610,1086,251,32423,348
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,304302,259275,45094,231570,362573,267118,95455,347878,579929,77862,771,194,477,78641,1364,13524,228610,39504,268114,124700,213510,183904,73683,39885,18294,3464,657440,375071,1032511,650509,239831,117427,42628,190189,4793,5075,13846,18921,28639,108374,42030,37705,56821,13429,37767,149008,22705,3711,4475,636,128,21357,348
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,396475,325289,62298,111765,479928,309104,170824,917426,90312,50582,1131,3863,530,82345,3073,17636,292893,34190,327083,117393,223902,261192,111145,66197,36887,4084,820800,258897,1079697,629153,289085,148244,70930,193055,12450,6011,16114,22125,36345,137370,55653,45372,55869,9489,56886,166711,26763,4233,5039,649,157,26340,348
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,226836,180530,70659,691,214240,170792,43448,251194,397653,8480,84,490,247,44143,1211,10615,159215,16202,175417,88596,177984,139029,50056,28504,11608,4265,500042,173306,673348,419921,156243,82841,19998,134032,4264,8648,16921,25569,22356,73531,26771,24404,38038,6429,53184,105304,7814,867,1050,149,34,29399,348
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,432335,362594,88665,139971,498618,320746,177872,1008219,54684,21051,1540,2378,719,122063,5651,26357,286330,80824,367154,99454,201680,295444,128050,97025,62608,8433,892694,209170,1101864,604908,315550,171062,92598,196137,21137,7211,18085,25296,38630,144578,59963,45985,53066,10178,46552,169163,29535,5070,6060,805,185,28360,348
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,550219,445100,107827,182038,628954,428492,200462,877495,601784,33297,319,185,1330,122191,3109,23468,390596,43849,434445,163849,290097,353861,154831,118849,55011,6444,1142942,392678,1535620,895775,408232,212740,90941,295002,7808,6457,17754,24211,40617,184261,75358,68286,79952,16918,45817,220941,39125,7179,8897,1367,351,36379,348
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,314253,242961,44961,538738,383441,246193,137248,766000,20290,157789,370,6260,397,53918,1923,11340,215691,37185,252876,109324,212224,199289,93137,40602,18225,3426,676227,310093,986320,618633,233739,103123,56689,155192,16484,4739,10667,15406,21086,87093,32646,33361,59266,15226,55463,128097,22284,3645,4457,677,135,22153,348
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,435942,359355,157890,1940,399171,319798,79373,521962,692489,11990,114,446,524,70951,1933,24699,261945,32695,294640,198059,333885,257931,76685,39637,21408,7903,935508,303785,1239293,779850,284368,163990,38570,230546,10212,12064,25453,37517,35171,119294,43298,40825,72351,18085,82520,183724,17384,2812,3552,599,141,42587,348
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,275220,214085,29570,278665,341131,236322,104809,529068,252271,101091,93,1718,396,41373,1218,14063,204896,17115,222011,116899,166013,154715,78788,39571,17287,2733,576006,340601,916607,552671,224715,108956,32320,171597,4205,4612,13066,17678,26736,102861,40099,36026,50540,8992,33602,135308,20774,3022,3688,545,121,20301,348
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,375552,307934,81840,249426,429995,282250,147745,797130,193476,46217,412,1074,250,60296,1948,15011,293239,34694,327933,126950,212080,217497,107326,82885,44212,4731,795681,275677,1071358,639385,268872,133615,45689,183814,12407,4451,11429,15880,26384,113696,46006,41306,59383,14313,35711,149287,28914,5293,6388,895,200,18683,348
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,921850,788866,266350,115153,979998,766728,213270,1225246,1563203,26844,3036,1073,1162,195631,5121,45956,674999,124186,799185,392616,638088,576214,199792,115864,66994,10351,1999919,873197,2873116,1778277,678034,366112,127523,509358,32751,14457,43763,58220,81779,302531,116769,103983,160725,39381,86784,425164,57931,10355,12945,2027,563,64817,348
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,293184,238587,60216,23364,267623,210202,57421,491582,277488,429,62,27,1004,68313,1631,12360,210706,28238,238944,75866,141690,192771,81507,71734,39368,3693,606629,188960,795589,442061,211320,117809,45938,149314,4519,3526,8612,12138,19755,91709,37258,34696,42345,9160,16878,113423,19380,4112,5168,839,217,17381,348
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,620525,488047,109130,232207,770606,537195,233411,1422824,350536,138166,1363,5088,1003,133368,4358,31254,483325,64528,547853,216097,416218,377653,141373,90385,49901,6412,1298039,627141,1925180,1159991,501239,261648,106909,323644,22030,10246,27709,37955,57488,219954,86521,75945,108021,20969,74680,284779,47266,7273,8779,1238,268,46075,348
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,453449,344873,37688,82066,557196,366623,190573,1181347,48373,76877,1999,16228,837,161718,5135,27948,290704,90910,381614,150893,266717,276292,109805,61040,38152,7353,910252,417081,1327333,799874,352158,175377,111738,179202,37251,9188,20339,29527,36547,147468,57086,53835,76134,15254,21387,189279,35088,6248,7686,1151,287,36330,348
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,727643,468125,382654,38848,1069893,708391,361502,1593525,1207442,4116,371,187,1910,43290,2561,29796,659061,44213,703274,625357,426625,206161,112955,68177,39627,6938,1485840,1653766,3139606,1872943,612012,324091,40387,550065,6185,12500,67876,80376,73656,277849,97412,106781,175194,28036,31056,459413,47807,6416,7782,1067,299,46453,2035
Bihar,Aurangabad,24.77429186746988,84.45986024096379,235,2540073,1318684,1221389,1466002,868733,597269,612064,1033,837770,599157,238613,2291133,237353,2218,295,334,775,44456,2362,31168,428291,49006,477297,559512,482199,302662,253142,136783,91371,8329,1833998,784131,2618129,1626969,564571,340948,45871,377134,6754,6645,23974,30619,27722,137515,47730,62063,143408,75580,38179,221195,88642,32349,49556,11594,5613,27729,2215
Bihar,Aurangabad,24.77429186746988,84.45986024096379,515,3701282,1924469,1776813,2503837,1430936,1072901,539368,143366,1575079,1015864,559215,2545438,786677,15991,5142,309093,30981,589477,23258,69937,551789,427343,979132,381695,686271,422964,537936,310762,253253,19101,2611982,819734,3431716,2211996,909771,571932,403594,580691,138210,22399,63485,85884,88118,415993,174101,153774,186833,47877,116410,515923,114583,28816,35684,5444,1424,70397,8119
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,590961,374360,247858,90432,771080,517817,253263,1772655,250925,6138,139,113,94,62359,1704,22300,425604,18492,444096,408188,386707,196305,120653,63103,35767,3922,1214645,879831,2094476,1291235,462080,278863,32859,372571,3728,6776,32221,38997,41314,181580,65753,74513,128170,31266,109898,272892,63056,14195,18917,3613,1109,25148,1738
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,1548673,918507,630166,432270,1597,938182,715345,222837,2554330,407348,2209,402,229,276,120373,4644,43127,594377,139248,733625,577601,484502,291877,207136,144783,101836,14599,1822334,1242551,3064885,1951688,644874,369996,76761,577162,10968,13797,71413,85210,73578,286725,101080,112067,184650,39525,63453,473100,59643,12420,16403,2970,1013,46964,2354
Bihar,Bhagalpur,25.27719288537548,87.04213814229242,224,3037766,1615663,1422103,1573066,937669,635397,318569,67180,983528,740056,243472,2487866,537098,3556,415,180,1050,174534,6764,46929,522527,130634,653161,614644,524322,300767,247079,154643,118843,16119,1976417,1139715,3116132,1952879,674660,397654,117040,540365,13460,9815,49203,59018,63325,264904,96431,105148,191216,48168,104069,430436,71666,14964,19816,3692,1160,41388,2814
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,1599151,973486,625665,425402,13977,822493,640283,182210,2518216,197819,2165,544,647,1472,62153,3661,34658,434559,77368,511927,581580,605307,367059,313509,163303,131137,10630,2172525,1005140,3177665,1722387,613072,387389,87879,401256,9625,8370,25259,33629,29472,142899,49809,63618,150381,88646,24348,228026,94321,36903,58276,13900,7473,34932,2600
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,989807,593544,396263,251737,26824,538322,402180,136142,1591454,105423,2125,248,5090,97,46760,1784,19324,299252,35405,334657,331675,420187,256124,178044,89306,64117,5224,1344677,457814,1802491,1074754,375372,253998,48405,254972,4718,4625,15443,20068,18203,88936,30535,40198,96849,56545,19459,144919,59439,23401,37653,9136,5116,20387,1556
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1816634,1125566,691068,615688,2772,1223640,947927,275713,3042729,881476,3534,832,245,236,127442,6280,53205,907174,95539,1002713,672797,490534,332382,224622,152540,129597,26073,2028545,2203198,4231743,2535344,865971,529314,80085,785953,10615,18736,97067,115803,102760,396000,141310,151930,249637,44346,127849,634400,81916,13027,16149,2468,654,73321,3514
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,2297613,1368803,928810,1334351,3098,1664062,1076170,587892,3876395,488121,3943,913,870,1723,112617,6856,57011,696289,111282,807571,902272,757690,447480,342254,191824,131163,12047,2784730,1953368,4738098,2810026,936630,537333,107970,665673,18754,10388,43065,53453,51094,252000,86740,114166,262055,122997,131370,396876,161407,57349,87698,20540,9809,44524,3998
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,1382998,793905,589093,320064,60807,728201,539586,188615,2119262,436057,2463,271,167,133,69375,3707,33596,515925,38133,554058,540603,470828,291624,223776,123249,79109,7690,1736879,977719,2714598,1642807,546202,370662,61380,412706,5453,7841,23345,31186,29960,145088,49267,65861,157982,87471,23320,248009,89316,32551,48075,10885,4639,36327,2370
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,858588,534385,324203,302649,78793,727571,452288,275283,1525746,217621,8443,162,159,87,32633,1839,22414,325909,30851,356760,420472,317612,153973,104211,56137,29633,3439,1085477,765297,1850774,1135919,392052,227016,27056,300265,5351,5498,25310,30808,30414,132724,47218,55092,102930,41829,87642,203766,54928,17180,24953,5531,2242,24644,1516
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,618881,374412,244469,222974,1285,365378,266423,98955,1045117,75742,691,148,248,60,27641,1106,11302,186660,28132,214792,211761,165906,117558,112966,68748,45519,3539,725997,495877,1221874,714244,254582,155106,32086,176076,4205,3148,11836,14984,14459,69576,24518,30599,65873,31213,21606,108063,39854,14343,21132,4802,1987,12597,960
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,1280190,762256,517934,263100,179971,1013566,760522,253044,1684589,1365645,8659,2754,212,507,60900,2941,27263,668232,69838,738070,472616,444260,237243,133811,88498,57114,11896,1445438,1705551,3150989,2054202,660403,353483,60110,595596,11309,20222,71206,91428,83087,297110,105287,108736,190893,37632,63125,505400,43516,6587,8148,1233,328,59999,2516
